Member_number,Ph_num,User_name
1870,9065556360,Tony Chapman
1871,9321339374,Todd Sumrall
1872,7294401686,Vivian Mathis
1873,6509948303,Nathan Gelder
1874,8029595857,Roland Fjeld
1875,8445087210,Clay Ludtke
1876,6218595564,Tiffany House
1877,9861348248,Luke Schmidt
1878,7934702951,Barry Franzšsisch
1879,7618727360,Christine Sundaresam
1880,6996809569,Christina Anderson
1881,7802187538,Sam Zeldin
1882,8349715453,Greg Hansen
1883,6505705718,Aaron Hawkins
1884,6844274540,Meg O'Connel
1885,6588020725,Mike Kennedy
1886,9887467133,Evan Bailliet
1887,8158477610,Debra Catini
1888,6260204629,Toby Carlisle
1889,8696039844,Anthony Johnson
1890,7492169939,Dan Reichenbach
1891,9500527715,Neoma Murray
1892,9384567593,Eugene Hildebrand
1893,7830831458,Kean Thornton
1894,7967742283,Bobby Odegard
1895,9170003582,Paul Prost
1896,8466585109,Ken Black
1897,9637155986,Deborah Brumfield
1898,9562065024,Russell Applegate
1899,9249911363,Nathan Gelder
1900,6678691918,Michelle Huthwaite
1901,8340473682,Jennifer Patt
1902,7591998487,Thais Sissman
1903,7100563644,Dean Katz
1904,8815362564,Neil Knudson
1905,9447461596,Roy Franzšsisch
1907,6426422373,Mitch Webber
1908,8905526478,Brian DeCherney
1909,8159505329,Brian Stugart
1910,8010226580,Lycoris Saunders
1911,7613058696,Michael Stewart
1912,7087688255,Daniel Raglin
1913,7207988406,Thea Hudgings
1914,8338418994,Corey Roper
1915,9275075352,Nick Crebassa
1916,8628313128,Ivan Gibson
1917,8570503596,Sean O'Donnell
1918,9193125654,Steven Ward
1919,7364227673,Karen Seio
1920,8878646774,Kristen Hastings
1921,8381516487,Lisa Hazard
1922,7916292710,Sung Chung
1923,7114142456,Mark Packer
1924,7645285669,Grant Thornton
1925,6815096871,Bart Pistole
1926,6913850296,Jason Klamczynski
1927,9938725754,Tracy Blumstein
1928,6117670469,Clay Cheatham
1929,7431755664,Filia McAdams
1930,9940230457,Keith Herrera
1931,8089374900,Alan Schoenberger
1932,7004355646,Karen Seio
1933,6476573055,Susan Gilcrest
1934,8691959664,Bruce Geld
1935,8731576779,Rick Wilson
1936,9680197293,Dario Medina
1937,6189345260,Christy Brittain
1938,7510997479,Nat Carroll
1939,8438663998,Amy Hunt
1940,9517124860,Hunter Glantz
1941,8235433094,Steven Cartwright
1942,9760985588,Alice McCarthy
1943,7497710453,Gary Mitchum
1944,6743666111,Chris McAfee
1945,9946525396,Theone Pippenger
1946,6857947598,Sibella Parks
1947,6421190878,Helen Wasserman
1948,8052880684,Shahid Hopkins
1949,8420874618,Keith Dawkins
1950,6677021752,Phillip Flathmann
1951,7659119073,Dianna Vittorini
1952,6494487587,Hunter Lopez
1953,8375533469,Chris Selesnick
1954,9379097325,Mitch Gastineau
1955,8081784584,Alan Shonely
1956,6671532094,Georgia Rosenberg
1957,8481854144,Shaun Chance
1958,8748896046,Odella Nelson
1959,7709974388,Christina DeMoss
1960,7900189650,Todd Sumrall
1961,7669044792,Neoma Murray
1962,9522860571,Adrian Hane
1963,6716116648,Tony Molinari
1964,9247204697,Denny Joy
1965,9745981870,Randy Bradley
1966,8103982644,Katrina Willman
1967,9634998611,Jay Fein
1968,7250706715,Brendan Sweed
1969,6208392017,Marc Harrigan
1970,7659241620,Tim Brockman
1971,9999535833,Ruben Dartt
1972,8432531753,Ted Trevino
1973,7358396436,Phillip Flathmann
1974,6570994505,Laura Armstrong
1975,8429283327,Jennifer Ferguson
1976,9661697887,Chad Cunningham
1977,8111629017,Theresa Coyne
1978,8517420860,Denny Ordway
1979,6949123796,Tracy Collins
1980,8089924247,Rob Williams
1981,9853707532,Muhammed Lee
1982,7279722161,Russell D'Ascenzo
1983,6882531927,Denny Joy
1985,6232045710,Aimee Bixby
1987,9410381083,Michelle Arnett
1988,6372442469,Mick Crebagga
1989,9898664773,Kelly Collister
1990,9156151517,John Murray
1991,7855180245,Victor Preis
1992,8484559974,Anthony Jacobs
1993,9158615072,Stephanie Ulpright
1994,9219918112,Charles Crestani
1995,9699077766,Eva Jacobs
1996,6461095823,Charles Crestani
1997,8160221232,Harold Ryan
1998,8332824455,Brian Stugart
1999,7382886640,Emily Phan
2000,6021266041,Anthony Jacobs
2001,8094517408,Nancy Lomonaco
2002,8741322501,Anna HŠberlin
2003,9879322797,Irene Maddox
2004,7097680233,Shaun Chance
2005,9567396827,Barry Franzšsisch
2006,8246938759,Sue Ann Reed
2007,7192518182,Christopher Martinez
2008,6229746687,Sanjit Chand
2009,8736836683,Meg O'Connel
2010,8093166795,Bill Donatelli
2011,8699213941,Erica Smith
2012,9415106393,Kristina Nunn
2013,7404684176,Sandra Flanagan
2014,9137054077,Chuck Magee
2015,9580568682,Chloris Kastensmidt
2016,8652217674,Noah Childs
2017,9466961233,Liz Pelletier
2018,7604249563,Jack O'Briant
2019,6370129278,Denise Monton
2020,8451438607,John Stevenson
2021,7828125188,James Lanier
2022,8140317591,Joe Kamberova
2023,8788004018,Sean O'Donnell
2024,8325253485,Alan Shonely
2025,9424574649,Joni Wasserman
2026,7161790377,Allen Goldenen
2027,6151195687,Karen Carlisle
2028,6000839627,Karen Carlisle
2029,7410276570,Lena Hernandez
2030,8704718672,Dorris liebe
2031,6703709674,Lori Olson
2032,6469751064,Shui Tom
2033,6818773472,Mathew Reese
2034,8475861942,Tim Taslimi
2035,9118505198,Vivek Gonzalez
2036,7792513353,Neil Franzšsisch
2037,6629045735,Tom Ashbrook
2038,6792905407,Olvera Toch
2039,6116602121,Dean Braden
2040,9352815550,Gene Hale
2041,8199441607,Alex Avila
2042,9910899716,Dorothy Badders
2043,8493535640,Edward Nazzal
2044,7653083235,Justin Ritter
2045,6629692468,Vivek Sundaresam
2046,6131099331,Sarah Jordon
2047,7607711461,Beth Thompson
2048,6292815655,Barbara Fisher
2049,7453370237,Harold Pawlan
2050,6178962071,Vivek Gonzalez
2051,9571335182,Lisa Ryan
2053,6633764801,Joy Smith
2054,6679017021,Gene Hale
2055,8811287757,Sarah Bern
2056,8660691538,Charles Crestani
2057,6334472068,John Lee
2058,6764381222,James Galang
2059,7627405761,Don Weiss
2060,9233827973,Mick Brown
2061,7750873213,Sonia Cooley
2062,6516358013,Gary Mitchum
2063,6933195952,Theresa Swint
2064,6351894960,Hunter Glantz
2065,9083985186,Sonia Cooley
2066,8561004138,Joel Jenkins
2067,7526252214,Nat Carroll
2068,7832580380,Bryan Davis
2069,9378603805,Greg Guthrie
2070,7989591978,Joe Elijah
2071,7856481756,Denny Joy
2072,9579558482,Janet Lee
2073,8959715916,Karen Seio
2074,8966070463,Laura Armstrong
2075,8406398289,Henry MacAllister
2076,6798783796,Carol Adams
2077,9606016812,Grant Thornton
2078,8944732458,Darrin Sayre
2079,9878143321,Ken Black
2080,7441874467,Susan Vittorini
2081,9114917592,Evan Bailliet
2082,9054656583,Michael Moore
2083,9764331867,Erin Creighton
2084,9573946974,Cassandra Brandow
2085,8662089381,Emily Grady
2086,6187763711,Anne McFarland
2087,8270525655,Giulietta Weimer
2088,9025305035,Jack Lebron
2089,6715744061,Karen Ferguson
2091,7835111171,Adrian Hane
2092,7389799521,Maureen Gnade
2093,9526817075,Daniel Lacy
2094,7278612793,Jonathan Doherty
2095,6852548855,Ritsa Hightower
2096,8436439592,Beth Fritzler
2097,8386750410,Henry MacAllister
2098,6583151553,MaryBeth Skach
2100,9011437671,Rose O'Brian
2101,7167292112,Carl Jackson
2102,6351031392,Todd Boyes
2103,8375129500,Jamie Frazer
2104,9731793881,Duane Benoit
2105,8541766969,Steven Roelle
2106,9574759664,Doug O'Connell
2107,6246659785,Lisa Hazard
2108,8333156006,Anna Andreadi
2109,9679111675,Lindsay Castell
2110,7110242941,Sean Miller
2111,6157523509,Evan Minnotte
2112,6234049056,Dave Kipp
2113,8717014224,Robert Marley
2114,8606585972,Matt Hagelstein
2115,9716642903,Gary McGarr
2116,9982859842,Patrick Bzostek
2117,8709243260,Dianna Arnett
2118,9081851790,Justin Ellison
2119,9946617394,Luke Schmidt
2120,6713167159,Bart Watters
2121,9487020197,Hallie Redmond
2122,9456297795,Stewart Carmichael
2123,8121963643,Magdelene Morse
2125,7396073766,Todd Boyes
2126,7583081985,Henry MacAllister
2127,9807543382,Annie Thurman
2128,8460959495,Scot Wooten
2129,6946600180,Roger Barcio
2131,9732395114,Benjamin Venier
2132,6960884863,Emily Phan
2133,6718446854,Natalie DeCherney
2134,9766134567,Denny Ordway
2135,6254668341,Jessica Myrick
2136,7454172285,Logan Currie
2137,9159597757,Fred Chung
2138,6023762449,Harold Ryan
2139,6742448720,Robert Barroso
2140,6055420850,Phillip Flathmann
2141,8801479795,Ryan Akin
2142,9744125154,Melanie Seite
2143,6659449392,Bruce Stewart
2144,9566296776,Thomas Thornton
2145,6153760841,Guy Phonely
2146,6560828311,Yana Sorensen
2147,6264539743,Richard Eichhorn
2148,9881732375,Stephanie Ulpright
2149,8215432077,Trudy Glocke
2151,7311352300,Charles Sheldon
2152,7832819235,Robert Marley
2153,7065207623,Ruben Ausman
2154,8012731555,Bryan Spruell
2155,8069076336,Jack Lebron
2156,7186210070,Greg Guthrie
2157,9293321055,Craig Carreira
2158,9310721513,Greg Guthrie
2159,7271063351,Kristina Nunn
2160,7596905262,Lisa DeCherney
2161,7138369784,Speros Goranitis
2162,8111739830,Mark Hamilton
2164,7621855728,Julia Barnett
2165,8903109133,Anna Gayman
2166,8483107913,Harold Dahlen
2167,6429731653,Caroline Jumper
2168,6872257540,Harold Ryan
2169,7679829299,Roger Demir
2170,9843445267,Olvera Toch
2171,6527989171,Cynthia Voltz
2172,8392572192,Harold Ryan
2173,8618033419,Max Jones
2174,8445713877,Marc Harrigan
2175,7040534856,Frank Hawley
2176,8041992536,Pete Takahito
2177,8388185947,Maria Bertelson
2178,8572093898,Victoria Wilson
2179,6398006295,Alan Haines
2180,6587631476,Brian Thompson
2181,6728353495,Luke Foster
2183,9783841402,Roland Fjeld
2184,6415473269,Joel Eaton
2185,8915922149,Alex Avila
2186,6376559564,Kean Thornton
2187,7510425692,Eric Murdock
2188,7342169364,Tony Molinari
2190,9638216096,Dianna Vittorini
2191,7766093692,David Bremer
2192,7589504142,Karen Daniels
2193,7048728255,John Huston
2194,8112274389,Darrin Martin
2195,7043427882,Kean Takahito
2196,6358733701,Randy Bradley
2197,7235192106,Joy Bell-
2198,8696226713,Craig Carreira
2199,6397457039,Michael Kennedy
2200,9052361820,Aaron Smayling
2201,9936253619,Rob Williams
2202,7695146798,Art Foster
2203,6877254689,Jessica Myrick
2204,6488467411,Aaron Smayling
2205,9945260121,Mark Packer
2206,9015662641,Justin Deggeller
2207,6232587744,John Dryer
2208,8274594153,Max Ludwig
2209,6301054599,Sonia Sunley
2210,6084662813,Dorris liebe
2211,8123387132,Christopher Conant
2212,6054460555,Lela Donovan
2213,6419038814,Patrick Ryan
2214,7070670898,Richard Eichhorn
2215,6746023307,Tom Stivers
2216,6359922185,Corey-Lock
2217,9290250037,Stephanie Phelps
2218,6346616478,Corey Roper
2219,8208219716,Aimee Bixby
2220,8956587712,Barry Franz
2221,6669547433,Denny Blanton
2222,9249761539,Barry Weirich
2225,7926581494,Bruce Stewart
2226,7591084297,Tamara Willingham
2227,9058721271,Robert Marley
2228,8760439969,Darrin Martin
2229,9269388601,Maurice Satty
2230,9781773818,Annie Zypern
2231,7199985169,Tamara Dahlen
2232,9206982772,Christopher Schild
2233,6274059528,Barry Gonzalez
2234,6169184992,Mary Zewe
2235,7542295880,Victoria Wilson
2236,7098396600,Rick Huthwaite
2237,9696912619,Sue Ann Reed
2238,6375198746,Anthony Witt
2239,6389223813,Stuart Van
2240,7993685715,Dean Braden
2241,8621979130,Astrea Jones
2242,7598731776,Nathan Mautz
2243,9105848520,Julie Creighton
2244,9699163273,Cindy Chapman
2245,8631540334,Sandra Flanagan
2246,6132489734,Alan Hwang
2247,9742384678,Harold Engle
2248,8428203424,Cyra Reiten
2249,8093629323,Jim Karlsson
2250,6105529534,Darren Koutras
2251,9935888120,Lori Olson
2252,7238587022,Sarah Brown
2253,9181884275,Lena Creighton
2254,9062147542,Scott Cohen
2255,7955190152,Michael Dominguez
2256,6674133339,MaryBeth Skach
2257,6240086194,Barry Weirich
2258,9729519121,Zuschuss Donatelli
2259,9191099234,Zuschuss Carroll
2260,8375210801,Mick Crebagga
2261,9156264675,Gary Mitchum
2262,6807942765,Thomas Thornton
2263,8726694431,Natalie DeCherney
2264,6586206772,Mark Haberlin
2265,9227852879,Noah Childs
2266,8890577586,Joel Eaton
2267,7595747265,Bruce Geld
2269,7109534613,Darren Koutras
2270,6441345378,Trudy Schmidt
2271,7574742135,Charlotte Melton
2272,6197235450,Bradley Drucker
2273,6630946736,Michelle Tran
2274,9697232008,Roy Skaria
2275,9820522531,Shui Tom
2276,6498957513,Neola Schneider
2277,9298244849,Julia Dunbar
2278,9081092917,Justin Deggeller
2279,6890809427,Dianna Wilson
2280,8300256093,Ken Brennan
2281,7495363760,Mitch Gastineau
2282,6755008485,Sung Chung
2283,8434579119,Rob Lucas
2284,6001024636,Dorris liebe
2285,7340466873,Michael Moore
2286,7620231459,Lena Hernandez
2287,6396484301,Cindy Chapman
2288,8196092308,Tracy Collins
2289,9086271867,Maribeth Yedwab
2290,6976082592,Tom Stivers
2291,8112560400,John Stevenson
2292,6955092561,Pete Takahito
2293,9135871613,Susan Vittorini
2294,8454076499,Nick Radford
2295,8124297970,Harold Dahlen
2296,7145394484,Rachel Payne
2297,6913045331,Jill Matthias
2298,9951346728,Katherine Murray
2299,8653737488,Adrian Barton
2300,8562841125,Julie Prescott
2301,8791027976,Nona Balk
2302,6508144139,Hunter Glantz
2303,6383156772,Shaun Chance
2304,6532608470,Jocasta Rupert
2305,8846177080,Jamie Kunitz
2306,8403483978,Alejandro Grove
2307,6862714919,Pamela Stobb
2308,9411884727,Sarah Foster
2309,6530950746,Todd Sumrall
2310,7643420096,Jas O'Carroll
2311,6948248953,Sean Miller
2312,9629692634,Gary Hwang
2313,9860886627,Roy Skaria
2314,9503411906,Patrick O'Brill
2315,7873579630,Chad Cunningham
2316,6479267626,Nora Pelletier
2318,9680839032,Theresa Swint
2319,6057029873,Cari Sayre
2320,8892056789,Ann Blume
2321,6932458482,Clay Ludtke
2322,6238237030,Tamara Dahlen
2323,9058824881,Sibella Parks
2324,9722729632,Luke Foster
2325,6672109539,Monica Federle
2326,8370263533,Michelle Huthwaite
2327,7035552876,Rachel Payne
2328,7106970495,Christine Kargatis
2329,9554968861,Jocasta Rupert
2330,6810417961,Mary Zewe
2331,8656302687,Emily Phan
2332,8151767079,Mick Hernandez
2334,6439020169,Michael Paige
2335,8685181285,Craig Yedwab
2336,7432618556,Clytie Kelty
2337,9798920941,Mark Hamilton
2338,7520677958,Nick Crebassa
2339,6041354466,Thomas Thornton
2340,7533905683,Paul Prost
2341,9136497219,Janet Martin
2342,9928486603,Chad Cunningham
2343,6670035890,Parhena Norris
2344,9837575764,Nat Gilpin
2345,6517098130,Liz Carlisle
2346,7829600209,Mick Hernandez
2347,9625408272,Stuart Calhoun
2348,6022519268,Logan Haushalter
2349,6436874007,Jennifer Braxton
2350,8671082469,Kean Nguyen
2351,9246525391,Xylona Preis
2352,7496411342,Nora Paige
2353,9063134885,Yoseph Carroll
2354,8471473544,Karen Daniels
2355,6665031940,Patrick Jones
2356,9844962450,Ted Butterfield
2357,8577865184,Aleksandra Gannaway
2358,8052073299,Sandra Flanagan
2359,6732551779,Liz MacKendrick
2360,7538712617,Becky Castell
2361,6282985045,Brian Stugart
2362,9286030897,Seth Vernon
2363,9447140729,Darrin Sayre
2364,9806499018,Sanjit Jacobs
2365,6359969104,Scot Coram
2366,9665462802,Richard Eichhorn
2368,9725620638,Ted Trevino
2369,8157452609,Mark Cousins
2370,8214731963,Mick Brown
2371,6994478619,Tony Sayre
2372,7037358686,Carol Triggs
2373,9412550927,Thomas Seio
2374,8066160616,Larry Blacks
2375,9723555365,Bruce Degenhardt
2376,8648569918,Mick Brown
2377,9147544482,Christopher Conant
2378,7220357737,Scott Williamson
2379,7052899700,Jamie Frazer
2380,8508337695,Michael Paige
2381,7796693170,Ted Trevino
2383,6921275853,Dorothy Wardle
2384,9494128129,Deanra Eno
2386,6670286246,Michael Chen
2387,6076137586,Bobby Odegard
2388,6075428965,Robert Waldorf
2389,9419515486,Anthony Rawles
2390,8668363333,Brian Dahlen
2391,9617365660,Mike Gockenbach
2392,7493940900,Emily Burns
2393,6508723936,Rob Beeghly
2394,7127278902,Jeremy Farry
2395,9703297180,Nora Pelletier
2396,7567929518,Zuschuss Carroll
2397,7686887136,David Wiener
2398,8903954704,Bruce Degenhardt
2399,8884956464,Peter Fuller
2400,8089288186,Patrick O'Donnell
2401,9187585138,Sally Knutson
2402,8678058909,Andrew Roberts
2403,7176860601,Sarah Brown
2404,8024285613,Tracy Hopkins
2406,6436401802,Sarah Bern
2407,9223805989,Gene McClure
2408,6943211560,Sonia Sunley
2410,9829415388,Christina Anderson
2411,7589556513,Alejandro Savely
2412,7543711324,John Lucas
2413,8970982263,Arthur Prichep
2414,6674049645,Jeremy Lonsdale
2415,6499442033,Ionia McGrath
2416,6535334157,Patrick Bzostek
2417,7889251126,Sung Chung
2419,6419737190,Mark Hamilton
2420,9772429628,Tony Sayre
2421,6865590618,Erin Smith
2422,7392732431,Jenna Caffey
2423,6697323772,Sibella Parks
2424,6475890344,Sanjit Chand
2425,8229029446,Magdelene Morse
2426,7998517761,Beth Thompson
2427,8652935521,George Zrebassa
2428,9348571302,Pauline Johnson
2429,9547710962,Stephanie Phelps
2430,8928751959,Victoria Wilson
2431,9222405821,Joel Eaton
2432,7123194090,Greg Matthias
2433,7912495076,Cynthia Arntzen
2434,9671251929,Tamara Chand
2435,6989754469,Nancy Lomonaco
2436,6877292021,Katharine Harms
2437,8836760055,Michelle Ellison
2438,7782934367,Dana Kaydos
2439,7284224739,Mick Brown
2440,7975803693,Paul Prost
2441,6063536624,Andrew Allen
2442,6879346823,Stuart Calhoun
2443,9800482560,Rick Huthwaite
2444,7472611525,Maris LaWare
2445,9272146810,Denny Blanton
2446,6897682623,Gary Mitchum
2447,6201980026,Roger Demir
2448,6697539321,Jim Epp
2449,7303930529,Tonja Turnell
2450,8363068822,Ionia McGrath
2451,6370015934,Ralph Arnett
2452,8040126039,Rob Haberlin
2453,9240028252,Seth Vernon
2454,9323755095,Cindy Schnelling
2455,7712897821,Michael Oakman
2456,9522768571,Frank Hawley
2457,8751550870,Cari Schnelling
2458,9966760243,Dan Reichenbach
2459,7475127952,Katrina Willman
2460,8475931126,Victoria Pisteka
2461,9196072106,Patricia Hirasaki
2462,7464305651,Bradley Nguyen
2463,9310242426,Anthony O'Donnell
2464,7954179000,Daniel Byrd
2465,6768068703,Christine Phan
2466,9727657695,Dan Lawera
2467,6122956413,Ellis Ballard
2468,8841405248,Shui Tom
2469,9183665425,Sung Pak
2470,6867687428,Thomas Brumley
2471,6998281606,Fred Harton
2472,6306127393,Marina Lichtenstein
2473,7624210245,Jason Fortune-
2474,7531871353,Eric Hoffmann
2475,9475755366,Sean O'Donnell
2476,6562613680,Jamie Kunitz
2477,7956288866,Kelly Andreada
2478,6745152328,Alan Shonely
2479,8495162181,Maxwell Schwartz
2480,8195716506,Paul Gonzalez
2481,6685786405,Emily Phan
2482,6908943838,Maria Etezadi
2483,6639774270,George Ashbrook
2484,6714195092,Dorris liebe
2485,7051711947,Chloris Kastensmidt
2486,8128399300,MaryBeth Skach
2487,8184971136,Cynthia Delaney
2488,9825235135,Maya Herman
2489,6995696956,Peter Fuller
2490,8750353915,Carl Ludwig
2492,8845035441,Maris LaWare
2493,6362019768,Tom Boeckenhauer
2494,6011639175,Natalie Webber
2495,8033548171,Scott Williamson
2496,9742748170,Dean Braden
2497,8071352257,Julia Dunbar
2499,7653187802,Duane Huffman
2500,9103500338,Theone Pippenger
2501,7274425097,Frank Hawley
2502,7513608812,Phillip Flathmann
2503,8070832596,Paul Prost
2504,7177976623,Thomas Seio
2505,8316458152,Shaun Weien
2506,8618676727,Karen Daniels
2507,6831453277,Sean Braxton
2508,9286920550,Arthur Gainer
2509,9275527961,Katrina Willman
2510,6449262633,Angele Hood
2511,7476119522,Maria Etezadi
2512,6133829243,Stuart Calhoun
2513,7104992994,Sam Craven
2514,8402051624,Barry Pond
2515,8114516252,Eva Jacobs
2516,9266047649,Laurel Beltran
2517,6390538370,Karen Carlisle
2518,7921345370,Anemone Ratner
2519,8046696046,Ritsa Hightower
2520,8225533139,Victoria Wilson
2521,7355878779,Adam Shillingsburg
2522,9060455103,Shirley Schmidt
2523,7009270849,Emily Phan
2524,9526307521,Bryan Mills
2525,7452318296,Deanra Eno
2526,9750467213,Tamara Dahlen
2527,9484248716,Tamara Dahlen
2528,8214933247,Ben Peterman
2530,8840808627,Amy Cox
2531,6876982785,Eva Jacobs
2532,9421333377,Jamie Kunitz
2533,9053940038,Nick Radford
2534,7554320524,Carlos Daly
2535,6271169195,Anemone Ratner
2536,7940073492,Justin Ritter
2537,9338528113,Erica Bern
2538,9859236559,Marc Crier
2539,8341781531,Tracy Hopkins
2540,6783435116,Ed Ludwig
2541,6552965123,Tom Boeckenhauer
2542,9909062968,Michael Grace
2543,7177187726,John Castell
2544,9953472332,Marc Crier
2545,9122914938,Andrew Allen
2546,7707080711,Khloe Miller
2547,7282576274,Erica Smith
2548,6514966140,Harold Pawlan
2549,8952475438,Dave Poirier
2550,6290711465,Gary Hwang
2551,9114737027,David Philippe
2552,7732580798,Yana Sorensen
2553,6223073549,Corey Roper
2555,6109422207,Matthew Grinstein
2556,9414845191,Dennis Bolton
2557,7789853431,Sonia Sunley
2558,6402753701,Greg Tran
2559,7831001707,Edward Hooks
2560,8669945123,Jane Waco
2561,9643961945,Shahid Shariari
2562,9116611248,Shirley Daniels
2563,7364048860,Zuschuss Donatelli
2564,8249855135,Dennis Bolton
2565,7828997711,Sean Miller
2566,7699100158,Gary Hwang
2567,9205333865,Alice McCarthy
2568,8896862748,Vivek Grady
2569,7956598817,Lena Hernandez
2570,9724518946,Karen Carlisle
2571,8452672498,Laurel Elliston
2572,7608598950,Barry Franz
2573,8516128716,John Lee
2574,7212597887,Rick Duston
2575,9715184104,Nora Paige
2576,7059676781,Joseph Airdo
2577,8519047973,Skye Norling
2578,9369667988,Yoseph Carroll
2579,6400859172,Cindy Chapman
2580,9556468601,Cathy Hwang
2581,9682242768,Lela Donovan
2582,7808884119,Clytie Kelty
2583,8201417827,Tony Sayre
2584,7945856643,Peter McVee
2585,6697939115,Zuschuss Donatelli
2586,8056309379,Sung Chung
2587,9497907252,Frank Merwin
2588,6870958667,Gene McClure
2589,9456983529,Eric Murdock
2590,9748780859,Marina Lichtenstein
2591,9393416496,Anthony Jacobs
2592,7492436246,Joel Eaton
2593,6882767969,Sandra Glassco
2594,6061425971,Alyssa Crouse
2595,7905542594,Filia McAdams
2597,6602321151,Denise Monton
2598,6856622979,Pauline Webber
2599,6449117924,Rachel Payne
2600,7761816905,Katherine Nockton
2601,8854535453,Julie Prescott
2602,6524319217,Mike Gockenbach
2603,9133768441,Lynn Smith
2604,9951002473,Cindy Stewart
2605,8051130706,Evan Bailliet
2606,9957520298,Elpida Rittenbach
2607,6809531395,Frank Olsen
2608,9922695305,Nathan Gelder
2609,6882544973,John Murray
2610,7361502857,Vivek Sundaresam
2611,7410065987,Anthony Garverick
2612,8557477125,Beth Thompson
2613,7957271252,Karen Seio
2614,8156478269,Nathan Mautz
2615,6904029590,Sibella Parks
2616,9430713421,Maris LaWare
2617,8508170295,Magdelene Morse
2618,9929741628,Philip Brown
2619,7204074989,Michael Grace
2620,9564220162,Rick Hansen
2621,9794646192,Doug O'Connell
2622,8484800994,Paul MacIntyre
2623,9394581865,Lauren Leatherbury
2624,8207595340,Lindsay Castell
2625,8438069695,Jas O'Carroll
2626,9552735817,Jocasta Rupert
2627,6519612639,Jill Fjeld
2628,8998004104,Adrian Hane
2629,6966880652,Jenna Caffey
2630,9556254329,Liz Thompson
2631,8338392024,Jesus Ocampo
2632,6908753171,Pauline Johnson
2633,9109350604,Tim Brockman
2634,6146180807,Dorothy Wardle
2635,8514296148,Tom Ashbrook
2636,9975341664,Sean Christensen
2637,9743132758,Peter Fuller
2638,9011821441,Max Jones
2639,8876989251,James Lanier
2640,8018068311,Becky Pak
2641,7867783235,Debra Catini
2642,9442681494,Jeremy Farry
2643,9193301717,Eva Jacobs
2644,9200660672,Justin Ellison
2645,7727603705,Aimee Bixby
2646,6998464230,Cyma Kinney
2648,8377808818,Claire Gute
2649,9247220401,Sean Christensen
2650,7658945073,Joel Eaton
2651,9806989761,Sanjit Jacobs
2652,8222988307,Michael Nguyen
2653,9174018547,Pete Armstrong
2654,8701341046,Jim Sink
2655,8607800448,Jennifer Halladay
2656,7064233540,Zuschuss Carroll
2657,9574444031,Harold Engle
2658,8536339253,George Ashbrook
2659,6180305193,Dan Reichenbach
2660,6426589553,Tamara Manning
2661,6983576099,Maria Zettner
2662,6303845605,Vivian Mathis
2663,8614565294,Anna HŠberlin
2664,9992656178,Paul MacIntyre
2665,9545450612,Dorothy Badders
2666,6616936627,Larry Hughes
2667,7250920908,Karl Braun
2668,6999670795,Bill Tyler
2669,8814017338,Caroline Jumper
2670,8240468825,Nathan Cano
2671,9559822666,Jim Radford
2672,9682166598,Denny Ordway
2673,7040984034,Bill Eplett
2674,9118531160,Brian Dahlen
2675,9705971759,Ritsa Hightower
2676,7845947058,Rob Dowd
2677,7905033447,Joni Wasserman
2678,8033680313,Suzanne McNair
2679,9912429161,Katrina Bavinger
2680,7789151467,Eric Hoffmann
2681,7058082266,Brad Eason
2682,7401439148,Eric Murdock
2683,7604061137,Justin MacKendrick
2684,7589642123,Rick Duston
2685,9385085253,Darrin Martin
2686,6318555407,Catherine Glotzbach
2687,9188631881,Matt Abelman
2688,9109115479,Magdelene Morse
2689,9893452277,Charles McCrossin
2690,8497461457,Steve Carroll
2691,8648890604,Don Miller
2692,6901798400,Matt Connell
2693,6807339748,Rick Hansen
2694,6552026728,Amy Cox
2695,8561077788,Sean Wendt
2696,9938617484,Katharine Harms
2697,6356436222,Sarah Foster
2698,9601739948,Luke Schmidt
2699,9540218848,Vivek Sundaresam
2700,9893053360,Greg Maxwell
2701,9942668358,Emily Grady
2702,8222787979,Valerie Mitchum
2703,7172106893,Bryan Davis
2704,7653665623,Valerie Mitchum
2705,8422145304,Dorris liebe
2706,8282025977,Anna Andreadi
2707,7544290402,Adam Hart
2708,7408224320,Daniel Lacy
2709,9870811164,Catherine Glotzbach
2710,8973780424,Emily Phan
2711,8613112593,Brian Thompson
2712,7101457977,Steven Ward
2713,6901702016,Cynthia Voltz
2714,6509724231,Frank Gastineau
2715,9868427510,John Lucas
2716,6724405153,Larry Hughes
2717,8614706919,Ed Ludwig
2718,8095896279,Melanie Seite
2719,9088244741,Muhammed MacIntyre
2720,7031259691,John Lee
2721,6982357859,Ivan Gibson
2722,8886641431,Rick Huthwaite
2723,9714708407,Ricardo Sperren
2724,6540612995,Sean Miller
2725,8354962926,Erin Ashbrook
2726,6541806263,Sarah Brown
2727,6748073751,Ann Blume
2728,6211103680,Laura Armstrong
2729,6389370926,Saphhira Shifley
2730,7123664016,Dennis Bolton
2731,6714812762,Thomas Boland
2732,7977141685,Bart Watters
2733,6314706301,Zuschuss Carroll
2734,7519819815,Sarah Jordon
2735,6226895312,Dorris liebe
2736,8980946854,Michael Moore
2737,7435996965,Roland Fjeld
2738,8049549493,Seth Vernon
2739,8081905539,Christopher Conant
2740,8072796937,Nicole Fjeld
2741,6865673449,Cynthia Delaney
2742,9564086995,Andrew Gjertsen
2743,6809200324,Dorris liebe
